question_id,passage_id,format,run,expected_answer,extracted_answer,is_correct,success,duration_seconds
Q-223,P-025,abc,1,3,0,False,True,1.945551872253418
Q-224,P-025,abc,1,0,0,True,True,1.8499398231506348
Q-225,P-025,abc,1,0.25,2,False,True,2.0822980403900146
Q-226,P-026,abc,1,8,7,False,True,2.868525981903076
Q-227,P-026,abc,1,12,12,True,True,2.7979140281677246
Q-228,P-026,abc,1,F#5,F5,False,True,2.5843968391418457
Q-229,P-026,abc,1,D3,D2,False,True,2.2074592113494873
Q-230,P-026,abc,1,1,2,False,True,2.0915746688842773
Q-231,P-026,abc,1,6,6,True,True,1.8119230270385742
Q-232,P-026,abc,1,12,7,False,True,4.444354772567749
Q-233,P-026,abc,1,1,1,True,True,2.023560047149658
Q-234,P-026,abc,1,1,2,False,True,1.9602389335632324
Q-235,P-027,abc,1,6,4,False,True,1.7306852340698242
Q-236,P-027,abc,1,12,8,False,True,2.010784864425659
Q-237,P-027,abc,1,D5,D5,True,True,2.104618787765503
Q-238,P-027,abc,1,D3,D3,True,True,2.5228662490844727
Q-239,P-027,abc,1,0.5,2,False,True,2.8458240032196045
Q-240,P-027,abc,1,5,3,False,True,1.7658066749572754
Q-241,P-027,abc,1,5,7,False,True,3.6569230556488037
Q-242,P-027,abc,1,2,2,True,True,2.21248197555542
Q-243,P-027,abc,1,0.5,2,False,True,2.062148094177246
Q-244,P-028,abc,1,3,3,True,True,3.0889909267425537
Q-245,P-028,abc,1,8,5,False,True,2.695770263671875
Q-246,P-028,abc,1,A4,A4,True,True,2.457552194595337
Q-247,P-028,abc,1,C3,"C,2",False,True,2.017051935195923
Q-248,P-028,abc,1,2,2,True,True,1.9101920127868652
Q-249,P-028,abc,1,2,3,False,True,5.543554067611694
Q-250,P-028,abc,1,2,7,False,True,3.150125741958618
Q-251,P-028,abc,1,0,2,False,True,1.9498951435089111
Q-252,P-028,abc,1,2,4,False,True,2.091974973678589
Q-253,P-029,abc,1,8,6,False,True,2.1275908946990967
Q-254,P-029,abc,1,5,5,True,True,3.341109037399292
Q-255,P-029,abc,1,F5,F4,False,True,1.7778639793395996
Q-256,P-029,abc,1,G3,C2,False,True,2.1575570106506348
Q-257,P-029,abc,1,0.75,2,False,True,2.1769378185272217
Q-258,P-029,abc,1,3,3,True,True,1.8672571182250977
Q-259,P-029,abc,1,1,0,False,True,2.05696702003479
Q-260,P-029,abc,1,0,0,True,True,3.2020339965820312
Q-261,P-029,abc,1,0.25,0.25,True,True,2.5739290714263916
Q-262,P-030,abc,1,6,6,True,True,1.8530738353729248
Q-263,P-030,abc,1,3,3,True,True,1.7057771682739258
Q-264,P-030,abc,1,D5,D4,False,True,1.8521521091461182
Q-265,P-030,abc,1,F#3,F#2,False,True,2.165905237197876
Q-266,P-030,abc,1,1,2,False,True,1.720177173614502
Q-267,P-030,abc,1,5,6,False,True,1.7943599224090576
Q-268,P-030,abc,1,1,2,False,True,1.981321096420288
Q-269,P-030,abc,1,2,2,True,True,1.6008570194244385
Q-270,P-030,abc,1,0.5,1,False,True,2.265989065170288
Q-271,P-031,abc,1,10,4,False,True,2.6762869358062744
Q-272,P-031,abc,1,8,4,False,True,3.6531941890716553
Q-273,P-031,abc,1,F#5,F4,False,True,2.319873094558716
Q-274,P-031,abc,1,D2,"D,,2",True,True,1.872765064239502
Q-275,P-031,abc,1,0.5,1,False,True,2.1144278049468994
Q-276,P-031,abc,1,4,3,False,True,2.400186061859131
Q-277,P-031,abc,1,5,5,True,True,2.0706090927124023
Q-278,P-031,abc,1,0,0,True,True,2.2563698291778564
Q-279,P-031,abc,1,0.13,2,False,True,2.281377077102661
Q-280,P-032,abc,1,6,6,True,True,1.6586730480194092
Q-281,P-032,abc,1,8,8,True,True,1.8565030097961426
Q-282,P-032,abc,1,C5,C5,True,True,3.6723828315734863
Q-283,P-032,abc,1,Eb3,E3,False,True,3.9394078254699707
Q-284,P-032,abc,1,1.25,2,False,True,4.4409191608428955
Q-285,P-032,abc,1,3,3,True,True,1.5533950328826904
Q-286,P-032,abc,1,0,3,False,True,1.9520092010498047
Q-287,P-032,abc,1,0,0,True,True,1.7506611347198486
Q-288,P-032,abc,1,0.5,2,False,True,2.266345977783203
Q-289,P-033,abc,1,18,12,False,True,2.6870131492614746
Q-290,P-033,abc,1,14,16,False,True,2.887655019760132
Q-291,P-033,abc,1,F5,C5,False,True,2.096601724624634
Q-292,P-033,abc,1,F3,"B,1",False,True,3.261625051498413
Q-293,P-033,abc,1,1,2,False,True,2.5414962768554688
Q-294,P-033,abc,1,6,5,False,True,2.3993825912475586
Q-295,P-033,abc,1,3,13,False,True,2.889864921569824
Q-296,P-033,abc,1,2,3,False,True,2.8101770877838135
Q-297,P-033,abc,1,0.5,2,False,True,2.1750218868255615
Q-298,P-034,abc,1,11,4,False,True,1.9159209728240967
Q-299,P-034,abc,1,2,2,True,True,1.9837172031402588
Q-300,P-034,abc,1,B4,B4,True,True,2.6763901710510254
Q-301,P-034,abc,1,F3,F2,False,True,2.069082021713257
Q-302,P-034,abc,1,1.5,2,False,True,3.1069109439849854
Q-303,P-034,abc,1,3,3,True,True,3.2762601375579834
Q-304,P-034,abc,1,1,2,False,True,3.0889339447021484
Q-305,P-034,abc,1,2,2,True,True,2.6807079315185547
Q-306,P-034,abc,1,0.5,0.33,False,True,1.727146863937378
Q-307,P-035,abc,1,4,2,False,True,1.790057897567749
Q-308,P-035,abc,1,16,16,True,True,2.2655348777770996
Q-309,P-035,abc,1,Bb5,B4,False,True,2.2837109565734863
Q-310,P-035,abc,1,D3,D2,False,True,1.9093291759490967
Q-311,P-035,abc,1,1,4,False,True,2.194901943206787
Q-312,P-035,abc,1,2,2,True,True,3.169405221939087
Q-313,P-035,abc,1,15,14,False,True,2.0081698894500732
Q-314,P-035,abc,1,2,8,False,True,2.219783067703247
Q-315,P-035,abc,1,1,4,False,True,2.1195619106292725
Q-316,P-036,abc,1,12,12,True,True,1.9756512641906738
Q-317,P-036,abc,1,10,10,True,True,7.476964950561523
Q-318,P-036,abc,1,Gb5,Gb4,False,True,2.0436038970947266
Q-319,P-036,abc,1,Cb3,"D,2",False,True,1.9538681507110596
Q-320,P-036,abc,1,1.5,2,False,True,3.428968906402588
Q-321,P-036,abc,1,5,5,True,True,2.4753432273864746
Q-322,P-036,abc,1,3,10,False,True,2.2653510570526123
Q-323,P-036,abc,1,0,1,False,True,2.2390270233154297
Q-324,P-036,abc,1,0.25,1,False,True,2.3010029792785645
Q-325,P-037,abc,1,7,10,False,True,3.759755849838257
Q-326,P-037,abc,1,18,10,False,True,2.7892301082611084
Q-327,P-037,abc,1,G5,G5,True,True,2.118213176727295
Q-328,P-037,abc,1,Bb2,Bb1,False,True,2.912320613861084
Q-329,P-037,abc,1,1,2,False,True,2.4418840408325195
Q-330,P-037,abc,1,3,4,False,True,2.0632050037384033
Q-331,P-037,abc,1,0,7,False,True,2.4674298763275146
Q-332,P-037,abc,1,2,2,True,True,3.5050768852233887
Q-333,P-037,abc,1,1,2,False,True,2.2090301513671875
Q-334,P-038,abc,1,4,8,False,True,1.7775530815124512
Q-335,P-038,abc,1,8,8,True,True,2.1484479904174805
Q-336,P-038,abc,1,Db5,Db5,True,True,2.3295979499816895
Q-337,P-038,abc,1,A3,A0,False,True,2.692430019378662
Q-338,P-038,abc,1,4,8,False,True,2.6596789360046387
Q-339,P-038,abc,1,4,4,True,True,2.245788812637329
Q-340,P-038,abc,1,1,7,False,True,2.085218906402588
Q-341,P-038,abc,1,0,0,True,True,1.8612139225006104
Q-342,P-038,abc,1,4,2,False,True,3.287360906600952
Q-343,P-039,abc,1,4,8,False,True,2.681483030319214
Q-344,P-039,abc,1,32,32,True,True,2.34084415435791
Q-345,P-039,abc,1,Bb5,Bb4,False,True,3.0720949172973633
Q-346,P-039,abc,1,Bb2,Bb1,False,True,3.645810127258301
Q-347,P-039,abc,1,2,4,False,True,4.209243297576904
Q-348,P-039,abc,1,4,3,False,True,1.9663560390472412
Q-349,P-039,abc,1,14,13,False,True,2.300781011581421
Q-350,P-039,abc,1,1,4,False,True,2.3544020652770996
Q-351,P-039,abc,1,1,4,False,True,1.9559040069580078
Q-352,P-040,abc,1,3,3,True,True,2.2682158946990967
Q-353,P-040,abc,1,6,6,True,True,2.6847920417785645
Q-354,P-040,abc,1,Ab4,Ab4,True,True,2.0555317401885986
Q-355,P-040,abc,1,D3,D2,False,True,2.484518051147461
Q-356,P-040,abc,1,3,3,True,True,2.2712619304656982
Q-357,P-040,abc,1,3,3,True,True,2.06449031829834
Q-358,P-040,abc,1,3,7,False,True,2.2675740718841553
Q-359,P-040,abc,1,0,0,True,True,2.155595064163208
Q-360,P-040,abc,1,3,3,True,True,1.9730372428894043
Q-361,P-041,abc,1,5,6,False,True,1.7632229328155518
Q-362,P-041,abc,1,13,12,False,True,2.369156837463379
Q-363,P-041,abc,1,G5,G4,False,True,1.9381530284881592
Q-364,P-041,abc,1,D4,G3,False,True,2.6045989990234375
Q-365,P-041,abc,1,1,4,False,True,1.7664790153503418
Q-366,P-041,abc,1,5,3,False,True,2.1588051319122314
Q-367,P-041,abc,1,2,17,False,True,2.678218126296997
Q-368,P-041,abc,1,2,2,True,True,2.382351875305176
Q-369,P-041,abc,1,1,1,True,True,1.9506549835205078
Q-379,P-042,abc,1,4,4,True,True,1.8910648822784424
Q-380,P-042,abc,1,6,6,True,True,3.25886607170105
Q-381,P-042,abc,1,A5,A4,False,True,2.540191173553467
Q-382,P-042,abc,1,D#4,D3,False,True,1.994408130645752
Q-383,P-042,abc,1,0.5,0.5,True,True,2.678640842437744
Q-384,P-042,abc,1,3,3,True,True,3.9148781299591064
Q-385,P-042,abc,1,2,2,True,True,1.7236549854278564
Q-386,P-042,abc,1,2,6,False,True,2.2357048988342285
Q-387,P-042,abc,1,0.25,0.25,True,True,3.259917974472046
Q-388,P-043,abc,1,5,6,False,True,1.731903076171875
Q-389,P-043,abc,1,12,7,False,True,1.9841349124908447
Q-390,P-043,abc,1,B3,B3,True,True,2.6781229972839355
Q-391,P-043,abc,1,G#3,G#1,False,True,1.8792238235473633
Q-392,P-043,abc,1,1,2,False,True,2.6571500301361084
Q-393,P-043,abc,1,3,3,True,True,2.3622891902923584
Q-394,P-043,abc,1,5,0,False,True,2.769603967666626
Q-395,P-043,abc,1,0,0,True,True,2.1030590534210205
Q-396,P-043,abc,1,1,1.33,False,True,1.812356948852539
Q-397,P-044,abc,1,4,4,True,True,2.4989030361175537
Q-398,P-044,abc,1,9,7,False,True,3.093538999557495
Q-399,P-044,abc,1,C#5,C5,False,True,3.271127700805664
Q-400,P-044,abc,1,A3,"A,1",False,True,4.3388330936431885
Q-401,P-044,abc,1,3,3,True,True,1.7912330627441406
Q-402,P-044,abc,1,4,3,False,True,3.3605949878692627
Q-403,P-044,abc,1,5,7,False,True,2.267195224761963
Q-404,P-044,abc,1,0,0,True,True,2.26809024810791
Q-405,P-044,abc,1,3,3,True,True,3.498804807662964
Q-406,P-045,abc,1,5,4,False,True,2.1181628704071045
Q-407,P-045,abc,1,12,12,True,True,2.0148401260375977
Q-408,P-045,abc,1,F#4,F#4,True,True,2.068089246749878
Q-409,P-045,abc,1,G3,G#2,False,True,2.6776797771453857
Q-410,P-045,abc,1,0.75,0.67,False,True,2.3450100421905518
Q-411,P-045,abc,1,3,3,True,True,2.252147912979126
Q-412,P-045,abc,1,15,10,False,True,2.3709399700164795
Q-413,P-045,abc,1,0,0,True,True,4.975595951080322
Q-414,P-045,abc,1,0.75,0.75,True,True,1.8415589332580566
Q-001,P-001,abc,2,16,16,True,True,2.081029176712036
Q-002,P-001,abc,2,8,9,False,True,2.783918857574463
Q-003,P-001,abc,2,F5,F4,False,True,1.9027390480041504
Q-004,P-001,abc,2,F4,C3,False,True,1.9177241325378418
Q-005,P-001,abc,2,1.5,1,False,True,2.6648080348968506
Q-006,P-001,abc,2,5,4,False,True,1.7960221767425537
Q-007,P-001,abc,2,1,5,False,True,2.137155771255493
Q-008,P-001,abc,2,0,0,True,True,2.8844311237335205
Q-009,P-001,abc,2,0.25,1,False,True,2.707130193710327
Q-010,P-002,abc,2,24,7,False,True,3.8764679431915283
Q-011,P-002,abc,2,2,2,True,True,3.4511470794677734
Q-012,P-002,abc,2,E5,D5,False,True,2.1105451583862305
Q-013,P-002,abc,2,F3,F2,False,True,3.2476108074188232
Q-014,P-002,abc,2,0.33,1,False,True,1.9991002082824707
Q-015,P-002,abc,2,3,3,True,True,1.9705049991607666
Q-016,P-002,abc,2,2,0,False,True,3.4951610565185547
Q-017,P-002,abc,2,4,4,True,True,1.918189287185669
Q-018,P-002,abc,2,0.33,0.33,True,True,1.805860996246338
Q-019,P-003,abc,2,0,0,True,True,3.1957788467407227
Q-020,P-003,abc,2,1,1,True,True,2.044743776321411
Q-021,P-003,abc,2,G5,G4,False,True,1.9804129600524902
Q-022,P-003,abc,2,N/A,N/A,True,True,2.2088048458099365
Q-023,P-003,abc,2,0.5,0.5,True,True,2.1369807720184326
Q-024,P-003,abc,2,N/A,0,False,True,2.3851850032806396
Q-025,P-003,abc,2,0,0,True,True,1.9722230434417725
Q-026,P-003,abc,2,3,3,True,True,2.235619068145752
Q-027,P-003,abc,2,N/A,0,False,True,2.1274311542510986
Q-028,P-004,abc,2,6,3,False,True,2.5217201709747314
Q-029,P-004,abc,2,0,0,True,True,6.045621156692505
Q-030,P-004,abc,2,N/A,N/A,True,True,4.108197212219238
Q-031,P-004,abc,2,C2,"C,,2",True,True,2.8047659397125244
Q-032,P-004,abc,2,1,1,True,True,2.7567827701568604
Q-033,P-004,abc,2,3,3,True,True,2.272120952606201
Q-034,P-004,abc,2,N/A,0,False,True,8.22178602218628
Q-035,P-004,abc,2,1,1,True,True,2.7752809524536133
