question_id,passage_id,format,run,expected_answer,extracted_answer,is_correct,success,duration_seconds
Q-170,P-019,abc,1,2,2,True,True,6.537657976150513
Q-171,P-019,abc,1,0.5,0.5,True,True,20.360270023345947
Q-172,P-020,abc,1,8,8,True,True,6.304908037185669
Q-173,P-020,abc,1,5,5,True,True,6.4782209396362305
Q-174,P-020,abc,1,B4,B4,True,True,26.94343900680542
Q-175,P-020,abc,1,C4,C3,False,True,8.828673124313354
Q-176,P-020,abc,1,1.5,1.5,True,True,7.582614183425903
Q-177,P-020,abc,1,3,3,True,True,4.5225958824157715
Q-178,P-020,abc,1,13,13,True,True,23.15107035636902
Q-179,P-020,abc,1,0,0,True,True,7.186491012573242
Q-180,P-020,abc,1,0.25,0.25,True,True,10.047203063964844
Q-181,P-021,abc,1,4,4,True,True,20.709717988967896
Q-182,P-021,abc,1,16,16,True,True,6.782897233963013
Q-183,P-021,abc,1,E5,E4,False,True,124.9503059387207
Q-184,P-021,abc,1,E3,E2,False,True,13.695957899093628
Q-185,P-021,abc,1,2,2,True,True,22.831398248672485
Q-186,P-021,abc,1,3,3,True,True,5.51766300201416
Q-187,P-021,abc,1,11,11,True,True,10.294095993041992
Q-188,P-021,abc,1,1,1,True,True,7.0230607986450195
Q-189,P-021,abc,1,1,1,True,True,12.253767967224121
Q-190,P-022,abc,1,20,20,True,True,9.58060908317566
Q-191,P-022,abc,1,7,7,True,True,11.655126094818115
Q-192,P-022,abc,1,E4,E4,True,True,9.313688039779663
Q-193,P-022,abc,1,F2,F2,True,True,45.91299390792847
Q-194,P-022,abc,1,1,1,True,True,14.153151988983154
Q-195,P-022,abc,1,3,3,True,True,9.276432991027832
Q-196,P-022,abc,1,2,2,True,True,13.19342589378357
Q-197,P-022,abc,1,1,1,True,True,5.031599998474121
Q-198,P-022,abc,1,0.5,0.5,True,True,18.54362988471985
Q-199,P-023,abc,1,0,0,True,True,5.2567479610443115
Q-200,P-023,abc,1,4,4,True,True,6.780270099639893
Q-201,P-023,abc,1,D5,D5,True,True,8.912510871887207
Q-202,P-023,abc,1,N/A,N/A,True,True,6.93069314956665
Q-203,P-023,abc,1,0.5,0.5,True,True,7.579076766967773
Q-204,P-023,abc,1,N/A,0,False,True,5.124528884887695
Q-205,P-023,abc,1,5,5,True,True,43.37950897216797
Q-206,P-023,abc,1,1,1,True,True,4.586526155471802
Q-207,P-023,abc,1,N/A,N/A,True,True,19.17145609855652
Q-208,P-024,abc,1,16,16,True,True,7.398491859436035
Q-209,P-024,abc,1,7,7,True,True,8.170000314712524
Q-210,P-024,abc,1,A4,A4,True,True,9.786131858825684
Q-211,P-024,abc,1,D2,D1,False,True,30.668724060058594
Q-212,P-024,abc,1,1,1,True,True,11.967994928359985
Q-213,P-024,abc,1,4,4,True,True,8.119799137115479
Q-214,P-024,abc,1,9,9,True,True,36.76963210105896
Q-215,P-024,abc,1,1,1,True,True,4.9761152267456055
Q-216,P-024,abc,1,0.25,0.25,True,True,8.179345846176147
Q-217,P-025,abc,1,8,8,True,True,7.558762073516846
Q-218,P-025,abc,1,9,9,True,True,25.853363275527954
Q-219,P-025,abc,1,A4,A4,True,True,69.2458860874176
Q-220,P-025,abc,1,E3,E2,False,True,34.72190022468567
Q-221,P-025,abc,1,0.75,0.75,True,True,32.21925401687622
Q-222,P-025,abc,1,5,5,True,True,6.850022077560425
Q-223,P-025,abc,1,3,3,True,True,48.76320791244507
Q-224,P-025,abc,1,0,0,True,True,8.768086194992065
Q-225,P-025,abc,1,0.25,0.25,True,True,6.412286996841431
Q-226,P-026,abc,1,8,8,True,True,14.372581958770752
Q-227,P-026,abc,1,12,12,True,True,6.371669769287109
Q-228,P-026,abc,1,F#5,F#4,False,True,56.25396776199341
Q-229,P-026,abc,1,D3,D2,False,True,11.23940920829773
Q-230,P-026,abc,1,1,1,True,True,7.90488600730896
Q-231,P-026,abc,1,6,6,True,True,9.67800498008728
Q-232,P-026,abc,1,12,12,True,True,37.85121488571167
Q-233,P-026,abc,1,1,1,True,True,5.809388160705566
Q-234,P-026,abc,1,1,1,True,True,8.245398998260498
Q-235,P-027,abc,1,6,6,True,True,13.289051055908203
Q-236,P-027,abc,1,12,12,True,True,10.248093366622925
Q-237,P-027,abc,1,D5,D5,True,True,6.586407899856567
Q-238,P-027,abc,1,D3,D2,False,True,7.319476127624512
Q-239,P-027,abc,1,0.5,0.5,True,True,14.85861587524414
Q-240,P-027,abc,1,5,5,True,True,6.138414144515991
Q-241,P-027,abc,1,5,5,True,True,16.783544778823853
Q-242,P-027,abc,1,2,2,True,True,5.275129079818726
Q-243,P-027,abc,1,0.5,0.5,True,True,7.707499027252197
Q-244,P-028,abc,1,3,3,True,True,7.408226728439331
Q-245,P-028,abc,1,8,8,True,True,12.918017864227295
Q-246,P-028,abc,1,A4,A4,True,True,18.193251848220825
Q-247,P-028,abc,1,C3,C3,True,True,36.05639910697937
Q-248,P-028,abc,1,2,2,True,True,8.275806903839111
Q-249,P-028,abc,1,2,2,True,True,8.003294944763184
Q-250,P-028,abc,1,2,2,True,True,29.920094966888428
Q-251,P-028,abc,1,0,0,True,True,7.287596940994263
Q-252,P-028,abc,1,2,,False,False,0.0
Q-253,P-029,abc,1,8,,False,False,0.0
Q-254,P-029,abc,1,5,,False,False,0.0
Q-255,P-029,abc,1,F5,,False,False,0.0
Q-256,P-029,abc,1,G3,,False,False,0.0
Q-257,P-029,abc,1,0.75,,False,False,0.0
Q-258,P-029,abc,1,3,,False,False,0.0
Q-259,P-029,abc,1,1,,False,False,0.0
Q-260,P-029,abc,1,0,,False,False,0.0
Q-261,P-029,abc,1,0.25,,False,False,0.0
Q-262,P-030,abc,1,6,,False,False,0.0
Q-263,P-030,abc,1,3,,False,False,0.0
Q-264,P-030,abc,1,D5,,False,False,0.0
Q-265,P-030,abc,1,F#3,,False,False,0.0
Q-266,P-030,abc,1,1,,False,False,0.0
Q-267,P-030,abc,1,5,,False,False,0.0
Q-268,P-030,abc,1,1,,False,False,0.0
Q-269,P-030,abc,1,2,,False,False,0.0
Q-270,P-030,abc,1,0.5,,False,False,0.0
Q-271,P-031,abc,1,10,,False,False,0.0
Q-272,P-031,abc,1,8,,False,False,0.0
Q-273,P-031,abc,1,F#5,,False,False,0.0
Q-274,P-031,abc,1,D2,,False,False,0.0
Q-275,P-031,abc,1,0.5,,False,False,0.0
Q-276,P-031,abc,1,4,,False,False,0.0
Q-277,P-031,abc,1,5,,False,False,0.0
Q-278,P-031,abc,1,0,,False,False,0.0
Q-279,P-031,abc,1,0.13,,False,False,0.0
Q-280,P-032,abc,1,6,,False,False,0.0
Q-281,P-032,abc,1,8,,False,False,0.0
Q-282,P-032,abc,1,C5,,False,False,0.0
Q-283,P-032,abc,1,Eb3,,False,False,0.0
Q-284,P-032,abc,1,1.25,,False,False,0.0
Q-285,P-032,abc,1,3,,False,False,0.0
Q-286,P-032,abc,1,0,,False,False,0.0
Q-287,P-032,abc,1,0,,False,False,0.0
Q-288,P-032,abc,1,0.5,,False,False,0.0
Q-289,P-033,abc,1,18,,False,False,0.0
Q-290,P-033,abc,1,14,,False,False,0.0
Q-291,P-033,abc,1,F5,,False,False,0.0
Q-292,P-033,abc,1,F3,,False,False,0.0
Q-293,P-033,abc,1,1,,False,False,0.0
Q-294,P-033,abc,1,6,,False,False,0.0
Q-295,P-033,abc,1,3,,False,False,0.0
Q-296,P-033,abc,1,2,,False,False,0.0
Q-297,P-033,abc,1,0.5,,False,False,0.0
Q-298,P-034,abc,1,11,,False,False,0.0
Q-299,P-034,abc,1,2,,False,False,0.0
Q-300,P-034,abc,1,B4,,False,False,0.0
Q-301,P-034,abc,1,F3,,False,False,0.0
Q-302,P-034,abc,1,1.5,,False,False,0.0
Q-303,P-034,abc,1,3,,False,False,0.0
Q-304,P-034,abc,1,1,,False,False,0.0
Q-305,P-034,abc,1,2,,False,False,0.0
Q-306,P-034,abc,1,0.5,,False,False,0.0
Q-307,P-035,abc,1,4,,False,False,0.0
Q-308,P-035,abc,1,16,,False,False,0.0
Q-309,P-035,abc,1,Bb5,,False,False,0.0
Q-310,P-035,abc,1,D3,,False,False,0.0
Q-311,P-035,abc,1,1,,False,False,0.0
Q-312,P-035,abc,1,2,,False,False,0.0
Q-313,P-035,abc,1,15,,False,False,0.0
Q-314,P-035,abc,1,2,,False,False,0.0
Q-315,P-035,abc,1,1,,False,False,0.0
Q-316,P-036,abc,1,12,,False,False,0.0
Q-317,P-036,abc,1,10,,False,False,0.0
Q-318,P-036,abc,1,Gb5,,False,False,0.0
Q-319,P-036,abc,1,Cb3,,False,False,0.0
Q-320,P-036,abc,1,1.5,,False,False,0.0
Q-321,P-036,abc,1,5,,False,False,0.0
Q-322,P-036,abc,1,3,,False,False,0.0
Q-323,P-036,abc,1,0,,False,False,0.0
Q-324,P-036,abc,1,0.25,,False,False,0.0
Q-325,P-037,abc,1,7,,False,False,0.0
Q-326,P-037,abc,1,18,,False,False,0.0
Q-327,P-037,abc,1,G5,,False,False,0.0
Q-328,P-037,abc,1,Bb2,,False,False,0.0
Q-329,P-037,abc,1,1,,False,False,0.0
Q-330,P-037,abc,1,3,,False,False,0.0
Q-331,P-037,abc,1,0,,False,False,0.0
Q-332,P-037,abc,1,2,,False,False,0.0
Q-333,P-037,abc,1,1,,False,False,0.0
Q-334,P-038,abc,1,4,,False,False,0.0
Q-335,P-038,abc,1,8,,False,False,0.0
Q-336,P-038,abc,1,Db5,,False,False,0.0
Q-337,P-038,abc,1,A3,,False,False,0.0
Q-338,P-038,abc,1,4,,False,False,0.0
Q-339,P-038,abc,1,4,,False,False,0.0
Q-340,P-038,abc,1,1,,False,False,0.0
Q-341,P-038,abc,1,0,,False,False,0.0
Q-342,P-038,abc,1,4,,False,False,0.0
Q-343,P-039,abc,1,4,,False,False,0.0
Q-344,P-039,abc,1,32,,False,False,0.0
Q-345,P-039,abc,1,Bb5,,False,False,0.0
Q-346,P-039,abc,1,Bb2,,False,False,0.0
Q-347,P-039,abc,1,2,,False,False,0.0
Q-348,P-039,abc,1,4,,False,False,0.0
Q-349,P-039,abc,1,14,,False,False,0.0
Q-350,P-039,abc,1,1,,False,False,0.0
Q-351,P-039,abc,1,1,1,True,True,8.542730569839478
Q-352,P-040,abc,1,3,,False,False,0.0
Q-353,P-040,abc,1,6,,False,False,0.0
Q-354,P-040,abc,1,Ab4,,False,False,0.0
Q-355,P-040,abc,1,D3,,False,False,0.0
Q-356,P-040,abc,1,3,,False,False,0.0
Q-357,P-040,abc,1,3,,False,False,0.0
Q-358,P-040,abc,1,3,,False,False,0.0
Q-359,P-040,abc,1,0,,False,False,0.0
Q-360,P-040,abc,1,3,,False,False,0.0
Q-361,P-041,abc,1,5,,False,False,0.0
Q-362,P-041,abc,1,13,,False,False,0.0
Q-363,P-041,abc,1,G5,,False,False,0.0
Q-364,P-041,abc,1,D4,,False,False,0.0
Q-365,P-041,abc,1,1,,False,False,0.0
Q-366,P-041,abc,1,5,,False,False,0.0
Q-367,P-041,abc,1,2,,False,False,0.0
Q-368,P-041,abc,1,2,,False,False,0.0
Q-369,P-041,abc,1,1,,False,False,0.0
Q-379,P-042,abc,1,4,,False,False,0.0
Q-380,P-042,abc,1,6,,False,False,0.0
Q-381,P-042,abc,1,A5,,False,False,0.0
Q-382,P-042,abc,1,D#4,,False,False,0.0
Q-383,P-042,abc,1,0.5,,False,False,0.0
Q-384,P-042,abc,1,3,,False,False,0.0
Q-385,P-042,abc,1,2,,False,False,0.0
Q-386,P-042,abc,1,2,,False,False,0.0
Q-387,P-042,abc,1,0.25,,False,False,0.0
Q-388,P-043,abc,1,5,,False,False,0.0
Q-389,P-043,abc,1,12,,False,False,0.0
Q-390,P-043,abc,1,B3,,False,False,0.0
Q-391,P-043,abc,1,G#3,,False,False,0.0
Q-392,P-043,abc,1,1,,False,False,0.0
Q-393,P-043,abc,1,3,,False,False,0.0
Q-394,P-043,abc,1,5,,False,False,0.0
Q-395,P-043,abc,1,0,,False,False,0.0
Q-396,P-043,abc,1,1,,False,False,0.0
Q-397,P-044,abc,1,4,,False,False,0.0
Q-398,P-044,abc,1,9,,False,False,0.0
Q-399,P-044,abc,1,C#5,,False,False,0.0
Q-400,P-044,abc,1,A3,,False,False,0.0
Q-401,P-044,abc,1,3,,False,False,0.0
Q-402,P-044,abc,1,4,,False,False,0.0
Q-403,P-044,abc,1,5,,False,False,0.0
Q-404,P-044,abc,1,0,,False,False,0.0
Q-405,P-044,abc,1,3,,False,False,0.0
Q-406,P-045,abc,1,5,,False,False,0.0
Q-407,P-045,abc,1,12,,False,False,0.0
Q-408,P-045,abc,1,F#4,,False,False,0.0
Q-409,P-045,abc,1,G3,,False,False,0.0
Q-410,P-045,abc,1,0.75,,False,False,0.0
Q-411,P-045,abc,1,3,,False,False,0.0
Q-412,P-045,abc,1,15,,False,False,0.0
Q-413,P-045,abc,1,0,,False,False,0.0
Q-414,P-045,abc,1,0.75,,False,False,0.0
Q-001,P-001,abc,2,16,,False,False,0.0
Q-002,P-001,abc,2,8,,False,False,0.0
Q-003,P-001,abc,2,F5,,False,False,0.0
Q-004,P-001,abc,2,F4,,False,False,0.0
Q-005,P-001,abc,2,1.5,,False,False,0.0
Q-006,P-001,abc,2,5,,False,False,0.0
Q-007,P-001,abc,2,1,,False,False,0.0
Q-008,P-001,abc,2,0,,False,False,0.0
Q-009,P-001,abc,2,0.25,,False,False,0.0
Q-010,P-002,abc,2,24,,False,False,0.0
Q-011,P-002,abc,2,2,,False,False,0.0
Q-012,P-002,abc,2,E5,,False,False,0.0
Q-013,P-002,abc,2,F3,,False,False,0.0
Q-014,P-002,abc,2,0.33,,False,False,0.0
Q-015,P-002,abc,2,3,,False,False,0.0
Q-016,P-002,abc,2,2,,False,False,0.0
Q-017,P-002,abc,2,4,,False,False,0.0
Q-018,P-002,abc,2,0.33,,False,False,0.0
Q-019,P-003,abc,2,0,,False,False,0.0
Q-020,P-003,abc,2,1,,False,False,0.0
Q-021,P-003,abc,2,G5,,False,False,0.0
Q-022,P-003,abc,2,N/A,,False,False,0.0
Q-023,P-003,abc,2,0.5,,False,False,0.0
Q-024,P-003,abc,2,N/A,,False,False,0.0
Q-025,P-003,abc,2,0,,False,False,0.0
Q-026,P-003,abc,2,3,,False,False,0.0
Q-027,P-003,abc,2,N/A,,False,False,0.0
Q-028,P-004,abc,2,6,,False,False,0.0
Q-029,P-004,abc,2,0,,False,False,0.0
Q-030,P-004,abc,2,N/A,,False,False,0.0
Q-031,P-004,abc,2,C2,,False,False,0.0
Q-032,P-004,abc,2,1,,False,False,0.0
Q-033,P-004,abc,2,3,,False,False,0.0
Q-034,P-004,abc,2,N/A,,False,False,0.0
Q-035,P-004,abc,2,1,,False,False,0.0
Q-036,P-004,abc,2,1,,False,False,0.0
Q-037,P-005,abc,2,3,,False,False,0.0
Q-038,P-005,abc,2,5,,False,False,0.0
Q-039,P-005,abc,2,Eb5,,False,False,0.0
Q-040,P-005,abc,2,Eb4,,False,False,0.0
Q-041,P-005,abc,2,2,,False,False,0.0
Q-042,P-005,abc,2,3,,False,False,0.0
Q-043,P-005,abc,2,3,,False,False,0.0
Q-044,P-005,abc,2,4,,False,False,0.0
Q-045,P-005,abc,2,1,,False,False,0.0
Q-046,P-006,abc,2,4,,False,False,0.0
Q-047,P-006,abc,2,6,,False,False,0.0
Q-048,P-006,abc,2,G4,,False,False,0.0
Q-049,P-006,abc,2,A3,,False,False,0.0
Q-050,P-006,abc,2,1,,False,False,0.0
Q-051,P-006,abc,2,4,,False,False,0.0
Q-052,P-006,abc,2,2,,False,False,0.0
Q-053,P-006,abc,2,0,,False,False,0.0
Q-054,P-006,abc,2,1,,False,False,0.0
Q-055,P-007,abc,2,9,,False,False,0.0
Q-056,P-007,abc,2,9,,False,False,0.0
Q-057,P-007,abc,2,A4,,False,False,0.0
Q-058,P-007,abc,2,A2,,False,False,0.0
Q-059,P-007,abc,2,0.5,,False,False,0.0
Q-060,P-007,abc,2,6,,False,False,0.0
Q-061,P-007,abc,2,4,,False,False,0.0
Q-062,P-007,abc,2,2,,False,False,0.0
Q-063,P-007,abc,2,0.5,,False,False,0.0
Q-064,P-008,abc,2,2,,False,False,0.0
Q-065,P-008,abc,2,2,,False,False,0.0
Q-066,P-008,abc,2,Ab4,,False,False,0.0
Q-067,P-008,abc,2,Bb2,,False,False,0.0
Q-068,P-008,abc,2,0.5,,False,False,0.0
Q-069,P-008,abc,2,2,,False,False,0.0
Q-070,P-008,abc,2,0,,False,False,0.0
