question_id,passage_id,format,run,expected_answer,extracted_answer,is_correct,success,duration_seconds
Q-011,P-002,abc,1,2,2,True,True,0.0
Q-012,P-002,abc,1,E5,E5,True,True,0.0
Q-013,P-002,abc,1,F3,F2,False,True,0.0
Q-014,P-002,abc,1,0.33,1,False,True,0.0
Q-015,P-002,abc,1,3,3,True,True,0.0
Q-016,P-002,abc,1,2,2,True,True,0.0
Q-017,P-002,abc,1,4,4,True,True,0.0
Q-018,P-002,abc,1,0.33,0.33,True,True,0.0
Q-019,P-003,abc,1,0,0,True,True,0.0
Q-020,P-003,abc,1,1,1,True,True,0.0
Q-021,P-003,abc,1,G5,G4,False,True,0.0
Q-022,P-003,abc,1,N/A,N/A,True,True,0.0
Q-023,P-003,abc,1,0.5,0.5,True,True,0.0
Q-024,P-003,abc,1,N/A,N/A,True,True,0.0
Q-025,P-003,abc,1,0,0,True,True,0.0
Q-026,P-003,abc,1,3,3,True,True,0.0
Q-027,P-003,abc,1,N/A,N/A,True,True,0.0
Q-028,P-004,abc,1,6,6,True,True,0.0
Q-029,P-004,abc,1,0,0,True,True,0.0
Q-030,P-004,abc,1,N/A,N/A,True,True,0.0
Q-031,P-004,abc,1,C2,C2,True,True,0.0
Q-032,P-004,abc,1,1,1,True,True,0.0
Q-033,P-004,abc,1,3,3,True,True,0.0
Q-034,P-004,abc,1,N/A,N/A,True,True,0.0
Q-035,P-004,abc,1,1,1,True,True,0.0
Q-036,P-004,abc,1,1,1,True,True,0.0
Q-037,P-005,abc,1,3,3,True,True,0.0
Q-038,P-005,abc,1,5,5,True,True,0.0
Q-039,P-005,abc,1,Eb5,E5,False,True,0.0
Q-040,P-005,abc,1,Eb4,E3,False,True,0.0
Q-041,P-005,abc,1,2,2,True,True,0.0
Q-042,P-005,abc,1,3,3,True,True,0.0
Q-043,P-005,abc,1,3,0,False,True,0.0
Q-044,P-005,abc,1,4,4,True,True,0.0
Q-045,P-005,abc,1,1,1,True,True,0.0
Q-046,P-006,abc,1,4,4,True,True,0.0
Q-047,P-006,abc,1,6,6,True,True,0.0
Q-048,P-006,abc,1,G4,G3,False,True,0.0
Q-049,P-006,abc,1,A3,A2,False,True,0.0
Q-050,P-006,abc,1,1,1,True,True,0.0
Q-051,P-006,abc,1,4,4,True,True,0.0
Q-052,P-006,abc,1,2,2,True,True,0.0
Q-053,P-006,abc,1,0,0,True,True,0.0
Q-054,P-006,abc,1,1,1,True,True,0.0
Q-055,P-007,abc,1,9,9,True,True,0.0
Q-056,P-007,abc,1,9,9,True,True,0.0
Q-057,P-007,abc,1,A4,A3,False,True,0.0
Q-058,P-007,abc,1,A2,A1,False,True,0.0
Q-059,P-007,abc,1,0.5,0.5,True,True,0.0
Q-060,P-007,abc,1,6,6,True,True,0.0
Q-061,P-007,abc,1,4,4,True,True,0.0
Q-062,P-007,abc,1,2,2,True,True,0.0
Q-063,P-007,abc,1,0.5,0.5,True,True,0.0
Q-064,P-008,abc,1,2,2,True,True,0.0
Q-065,P-008,abc,1,2,2,True,True,0.0
Q-066,P-008,abc,1,Ab4,A3,False,True,0.0
Q-067,P-008,abc,1,Bb2,Bb1,False,True,0.0
Q-068,P-008,abc,1,0.5,0.5,True,True,0.0
Q-069,P-008,abc,1,2,2,True,True,0.0
Q-070,P-008,abc,1,0,0,True,True,0.0
Q-071,P-008,abc,1,4,4,True,True,0.0
Q-072,P-008,abc,1,0.5,0.5,True,True,0.0
Q-073,P-009,abc,1,12,12,True,True,0.0
Q-074,P-009,abc,1,6,"I need to count all notes in the upper staff (V:1) of this ABC notation passage, including grace notes and ornaments, counting tied notes only once.

Looking at V:1:
`f2b>d {/f//}e2c2`

Let me break this down:
- `f2` - one note (f)
- `b>d` - two notes (b and d, where > is a dotting symbol)
- `{/f//}` - this is a grace note (f), which should be counted
- `e2` - one note (e)
- `c2` - one note (c)

Total notes in upper staff:
1. f
2. b
3. d
4. f (grace note)
5. e
6. c

That's 6 notes total.

{""answer"": ""6""}",False,True,0.0
Q-075,P-009,abc,1,F5,F4,False,True,0.0
Q-076,P-009,abc,1,A3,A2,False,True,0.0
Q-077,P-009,abc,1,1,"I need to analyze the duration of each note in this ABC notation passage.

Let me examine each voice:

**Voice 1:** `f2b>d {/f//}e2c2`
- `f2` = 2 units (in L:1/8, this means 2 eighths = 1 quarter note)
- `b>d` = dotted eighth + sixteenth (3/4 quarter note total)
- `{/f//}` = grace note (not counted for duration)
- `e2` = 2 units = 1 quarter note
- `c2` = 2 units = 1 quarter note

**Voice 2:** `(3B,DF (3B,DF (3A,CF (3A,CF`
- `(3B,DF` = triplet of three eighth notes (2/3 quarter note for the whole triplet, so each note is 2/9 quarter note)
- `(3B,DF` = same as above
- `(3A,CF` = same as above
- `(3A,CF` = same as above

Since L:1/8 means the basic unit is an eighth note:
- A note with value ""2"" = 2 eighths = 1 quarter note
- A note with value ""1"" (default) = 1 eighth = 0.5 quarter notes
- A triplet eighth note = (2/3) × 0.5 = 0.33 quarter notes

The longest notes in this passage are:
- Voice 1: `f2`, `e2`, and `c2` each equal 1 quarter note
- Voice 2: All triplet eighth notes equal 0.33 quarter notes each

The longest note duration is **1** quarter note.

{""answer"": ""1""}",False,True,0.0
Q-078,P-009,abc,1,5,5,True,True,0.0
Q-079,P-009,abc,1,5,"I need to identify the first and last notes in the upper staff (V:1) and calculate the interval between them in semitones.

Looking at the upper staff:
`f2b>d {/f//}e2c2`

The first note is `f` (F)
The last note is `c` (C)

Now I need to determine the octaves. In ABC notation, lowercase letters represent the octave from middle C (C4) upward. So:
- `f` = F4
- `c` = C5

To calculate the interval in semitones from F4 to C5:
- F4 to C5 = 7 semitones (a perfect fifth)

The absolute value is 7.

{""answer"": ""7""}",False,True,0.0
Q-080,P-009,abc,1,0,"I need to analyze this ABC notation passage to count the number of rests.

Looking at the passage:
- Voice 1 (V:1): `f2b>d {/f//}e2c2`
- Voice 2 (V:2): `(3B,DF (3B,DF (3A,CF (3A,CF`

In ABC notation, rests are typically indicated by the letter 'z' or 'x'. 

Examining Voice 1:
- `f2` - note F with duration 2
- `b>d` - notes B and D with dotted rhythm
- `{/f//}` - grace note F
- `e2` - note E with duration 2
- `c2` - note C with duration 2
No rests in Voice 1.

Examining Voice 2:
- `(3B,DF` - triplet with notes B, D, F
- `(3B,DF` - triplet with notes B, D, F
- `(3A,CF` - triplet with notes A, C, F
- `(3A,CF` - triplet with notes A, C, F
No rests in Voice 2.

There are no rest symbols (z or x) in this passage.

{""answer"": ""0""}",False,True,0.0
Q-081,P-009,abc,1,0.33,0.33,True,True,0.0
Q-082,P-010,abc,1,8,8,True,True,0.0
Q-083,P-010,abc,1,8,"I need to count all notes in the upper staff (V:1), including grace notes and ornaments, counting tied notes only once.

Looking at V:1:
`B=AA4_A4{/G//}A4{/G//} A2- |`

Let me break this down:
- `B` - 1 note
- `=A` - 1 note
- `A4` - 1 note (duration 4)
- `_A4` - 1 note (duration 4)
- `{/G//}` - 1 grace note
- `A4` - 1 note (duration 4)
- `{/G//}` - 1 grace note
- `A2-` - 1 note (duration 2, tied to next, but there's no continuation shown in this measure)

Total count:
- Regular notes: B, A, A, A, A, A = 6 notes
- Grace notes: G, G = 2 grace notes

Total: 6 + 2 = 8 notes

{""answer"": ""8""}",False,True,0.0
Q-084,P-010,abc,1,Bb4,"I need to analyze the ABC notation to find the first note in the upper staff (V:1).

Looking at the upper staff (V:1):
```
[V:1] B=AA4_A4{/G//}A4{/G//} A2- |
```

The first note is `B`. 

In ABC notation:
- Capital letters without octave modifiers represent the octave from C4 to B4
- The `=` after B is a natural sign, indicating B natural
- Since this is in the key of Eb major and we're in the treble clef with capital letter notation, `B` represents B4

The first note in the upper staff is B4 (B natural in the 4th octave).

{""answer"": ""B4""}",False,True,0.0
Q-085,P-010,abc,1,Cb4,Cb4,True,True,0.0
Q-086,P-010,abc,1,1,"I need to analyze the ABC notation to find the longest note duration.

First, let me understand the context:
- L: 1/16 means the default note length is a 16th note
- M: C means common time (4/4)
- In 4/4 time, a quarter note = 4 sixteenth notes

Now let me examine each voice:

**Voice 1:** `B=AA4_A4{/G//}A4{/G//} A2-`
- B = 1 sixteenth note
- =A = 1 sixteenth note
- A4 = 4 sixteenth notes (quarter note)
- _A4 = 4 sixteenth notes (quarter note)
- {/G//} = grace note (not counted)
- A4 = 4 sixteenth notes (quarter note)
- {/G//} = grace note (not counted)
- A2- = 2 sixteenth notes tied to the next measure (but we only see this measure, so it's 2 sixteenth notes visible here)

**Voice 2:** `[C4F4][C4F4][C4_E4][_C4E4]`
- [C4F4] = chord with both notes lasting 4 sixteenth notes (quarter note)
- [C4F4] = chord with both notes lasting 4 sixteenth notes (quarter note)
- [C4_E4] = chord with both notes lasting 4 sixteenth notes (quarter note)
- [_C4E4] = chord with both notes lasting 4 sixteenth notes (quarter note)

The longest notes in this passage are the notes with duration 4 sixteenth notes, which equals 1 quarter note.

Converting to quarter notes:
- 4 sixteenth notes = 1 quarter note

{""answer"": ""1""}",False,True,0.0
Q-087,P-010,abc,1,4,5,False,True,0.0
Q-088,P-010,abc,1,2,"I need to identify the first and last notes in the upper staff (V:1) and calculate the interval between them in semitones.

Looking at V:1:
`B=AA4_A4{/G//}A4{/G//} A2-`

First, let me parse this carefully:
- `B=A` - This appears to be B natural followed by A natural
- The first note is `B` (natural, indicated by `=`)
- Following notes include various A's with accidentals and grace notes

For the last note:
- The measure ends with `A2-` which is an A natural (no accidental specified, and the previous A's were natural or flat)
- Looking back at the context, after `_A` (A flat), we have `{/G//}A4{/G//} A2-`
- The last sounding note is `A` (the `A2-`)

Now I need to determine the octave and exact pitches:
- In ABC notation, uppercase letters represent the octave from C below middle C to B below middle C
- The key signature is E♭ major (3 flats: B♭, E♭, A♭)
- The first note is `B=A` - this is B natural (the `=` cancels the flat from the key signature)
- Wait, let me re-read: `B=AA4` - this could be B followed by natural A, or it could be parsed differently

Let me reconsider the parsing:
- `B=A` likely means B-natural followed by A
- But actually, `=A` means A-natural (canceling the A♭ from the key signature)
- So the first note is `B` (which would be B♭ in the key of E♭ major, but there's a `=` sign)

Actually, looking more carefully: `B=AA4` 
- This is B followed by =A (natural A) followed by A4
- The first note is B (which in E♭ major would be B♭)

Wait, I need to parse this more carefully: `B=AA4_A4`
- B (B♭ in key signature)
- =A (A natural)
- A4 (A natural continues)
- _A4 (A flat)

So the first note is B♭ (B in the key of E♭ major).

The last note before the barline is `A2-`, which would be A natural (the last explicit accidental was `_A`, but then we have `{/G//}A4{/G//} A2-`, so these A's are natural).

Actually, in ABC, accidentals apply only to the note they're attached to within a measure. So:
- First note: B (= B♭ in E♭ major)
- Last note: A (= A♭ in E♭ major, unless there's a natural sign)

Looking at the sequence: `_A4{/G//}A4{/G//} A2-`
After `_A4` (A flat), the next `A4` would revert to the key signature (A♭), and `A2-` would also be A♭.

So:
- First note: B♭ (uppercase B in ABC)
- Last note: A♭ (uppercase A in ABC)

The interval from B♭ to A♭ is 2 semitones down, or in absolute value: 2 semitones.

{""answer"": ""2""}",False,True,0.0
Q-089,P-010,abc,1,0,"I need to analyze this ABC notation passage to count the number of rests.

Looking at the passage:

Voice 1 (upper staff):
`B=AA4_A4{/G//}A4{/G//} A2- |`
- B (1 sixteenth note)
- =A (1 sixteenth note)
- A4 (4 sixteenths)
- _A4 (4 sixteenths)
- {/G//} (grace note - not counted as rest)
- A4 (4 sixteenths)
- {/G//} (grace note - not counted as rest)
- A2- (2 sixteenths with tie)
No rests in Voice 1.

Voice 2 (lower staff):
`[C4F4][C4F4][C4_E4][_C4E4] |`
- [C4F4] (chord, 4 sixteenths)
- [C4F4] (chord, 4 sixteenths)
- [C4_E4] (chord, 4 sixteenths)
- [_C4E4] (chord, 4 sixteenths)
No rests in Voice 2.

Total rests in the passage: 0

{""answer"": ""0""}",False,True,0.0
Q-090,P-010,abc,1,1,1,True,True,0.0
Q-091,P-011,abc,1,2,2,True,True,0.0
Q-092,P-011,abc,1,6,6,True,True,0.0
Q-093,P-011,abc,1,F5,F5,True,True,0.0
Q-094,P-011,abc,1,F3,F2,False,True,0.0
Q-095,P-011,abc,1,1,1,True,True,0.0
Q-096,P-011,abc,1,2,2,True,True,0.0
Q-097,P-011,abc,1,1,1,True,True,0.0
Q-098,P-011,abc,1,3,3,True,True,0.0
Q-099,P-011,abc,1,1,1,True,True,0.0
Q-100,P-012,abc,1,8,8,True,True,0.0
Q-101,P-012,abc,1,4,4,True,True,0.0
Q-102,P-012,abc,1,C5,C5,True,True,0.0
Q-103,P-012,abc,1,B3,B3,True,True,0.0
Q-104,P-012,abc,1,0.5,0.5,True,True,0.0
Q-105,P-012,abc,1,5,5,True,True,0.0
Q-106,P-012,abc,1,5,5,True,True,0.0
Q-107,P-012,abc,1,0,0,True,True,0.0
Q-108,P-012,abc,1,0.25,0.25,True,True,0.0
Q-109,P-013,abc,1,8,8,True,True,0.0
Q-110,P-013,abc,1,12,12,True,True,0.0
Q-111,P-013,abc,1,B4,B3,False,True,0.0
Q-112,P-013,abc,1,G3,G3,True,True,0.0
Q-113,P-013,abc,1,2,2,True,True,0.0
Q-114,P-013,abc,1,6,6,True,True,0.0
Q-115,P-013,abc,1,2,2,True,True,0.0
Q-116,P-013,abc,1,0,0,True,True,0.0
Q-117,P-013,abc,1,1,1,True,True,0.0
Q-118,P-014,abc,1,22,22,True,True,0.0
Q-119,P-014,abc,1,7,7,True,True,0.0
Q-120,P-014,abc,1,C5,C5,True,True,0.0
Q-121,P-014,abc,1,G2,G2,True,True,0.0
Q-122,P-014,abc,1,1,1,True,True,0.0
Q-123,P-014,abc,1,6,6,True,True,0.0
Q-124,P-014,abc,1,5,5,True,True,0.0
Q-125,P-014,abc,1,0,0,True,True,0.0
Q-126,P-014,abc,1,0.25,0.25,True,True,0.0
Q-127,P-015,abc,1,6,6,True,True,0.0
Q-128,P-015,abc,1,6,6,True,True,0.0
Q-129,P-015,abc,1,E5,E5,True,True,0.0
Q-130,P-015,abc,1,E3,E2,False,True,0.0
Q-131,P-015,abc,1,0.5,0.5,True,True,0.0
Q-132,P-015,abc,1,2,2,True,True,0.0
Q-133,P-015,abc,1,9,8,False,True,0.0
Q-134,P-015,abc,1,0,0,True,True,0.0
Q-135,P-015,abc,1,0.5,0.5,True,True,0.0
Q-136,P-016,abc,1,2,2,True,True,0.0
Q-137,P-016,abc,1,14,14,True,True,0.0
Q-138,P-016,abc,1,B5,B5,True,True,0.0
Q-139,P-016,abc,1,G2,G1,False,True,0.0
Q-140,P-016,abc,1,1,1,True,True,0.0
Q-141,P-016,abc,1,1,1,True,True,0.0
Q-142,P-016,abc,1,3,3,True,True,0.0
Q-143,P-016,abc,1,3,3,True,True,0.0
Q-144,P-016,abc,1,1,1,True,True,0.0
Q-145,P-017,abc,1,8,8,True,True,0.0
Q-146,P-017,abc,1,15,15,True,True,0.0
Q-147,P-017,abc,1,A4,A4,True,True,0.0
Q-148,P-017,abc,1,B2,B1,False,True,0.0
Q-149,P-017,abc,1,1,1,True,True,0.0
Q-150,P-017,abc,1,3,3,True,True,0.0
Q-151,P-017,abc,1,5,5,True,True,0.0
Q-152,P-017,abc,1,1,1,True,True,0.0
Q-153,P-017,abc,1,1,1,True,True,0.0
Q-154,P-018,abc,1,2,2,True,True,0.0
Q-155,P-018,abc,1,7,7,True,True,0.0
Q-156,P-018,abc,1,A5,A4,False,True,0.0
Q-157,P-018,abc,1,D#2,D#1,False,True,0.0
Q-158,P-018,abc,1,1,2,False,True,0.0
Q-159,P-018,abc,1,1,1,True,True,0.0
Q-160,P-018,abc,1,9,3,False,True,0.0
Q-161,P-018,abc,1,3,3,True,True,0.0
Q-162,P-018,abc,1,1,1,True,True,0.0
Q-163,P-019,abc,1,10,10,True,True,0.0
Q-164,P-019,abc,1,6,6,True,True,0.0
Q-165,P-019,abc,1,C5,C5,True,True,0.0
Q-166,P-019,abc,1,D4,D3,False,True,0.0
Q-167,P-019,abc,1,1,1,True,True,0.0
Q-168,P-019,abc,1,2,2,True,True,0.0
Q-169,P-019,abc,1,11,1,False,True,0.0
Q-170,P-019,abc,1,2,2,True,True,0.0
Q-171,P-019,abc,1,0.5,0.5,True,True,0.0
Q-172,P-020,abc,1,8,8,True,True,0.0
Q-173,P-020,abc,1,5,"I need to count all notes in the upper staff (V:1), including grace notes, and counting tied notes only once.

Looking at the upper staff:
`{/B/c/d/}c6c'2`

Breaking this down:
- `{/B/c/d/}` - These are grace notes: B, c, d (3 notes)
- `c6` - This is a c note with duration 6 (1 note)
- `c'2` - This is a c' note with duration 2 (1 note)

Total notes: 3 (grace notes) + 1 (c) + 1 (c') = 5 notes

{""answer"": ""5""}",False,True,0.0
Q-174,P-020,abc,1,B4,"I need to analyze the ABC notation to find the first note in the upper staff (V:1).

Looking at the upper staff:
```
[V:1] {/B/c/d/}c6c'2 |
```

The notation `{/B/c/d/}` represents grace notes. According to the instructions, grace notes and ornaments should be considered the same as normal notes.

The first note (including grace notes) is `B`. 

In ABC notation:
- Uppercase letters (A-G) represent notes in the octave below middle C (octave 3)
- Lowercase letters (a-g) represent notes in the octave starting at middle C (octave 4)
- A comma after a note lowers it by an octave
- An apostrophe after a note raises it by an octave

Since `B` is uppercase, it represents B in octave 3, which in scientific pitch notation is B3.

{""answer"": ""B3""}",False,True,0.0
Q-175,P-020,abc,1,C4,C3,False,True,0.0
Q-176,P-020,abc,1,1.5,"I need to analyze the duration of notes in this ABC notation passage.

Let me examine each voice:

**Voice 1:** `{/B/c/d/}c6c'2`
- `{/B/c/d/}` - These are grace notes (indicated by the curly braces), which don't count toward rhythmic duration
- `c6` - This is a note with duration 6 in the context of `L: 1/16` (sixteenth notes as the unit length)
- `c'2` - This is a note with duration 2 in the context of `L: 1/16`

**Voice 2:** `CEGE CEGE`
- Each letter represents a note with default duration 1 (since no number is specified)
- In the context of `L: 1/16`, each note has duration 1 sixteenth note

Now I need to convert these to quarter notes:
- Since `L: 1/16`, one unit = 1/16 note
- One quarter note = 4 sixteenth notes = 4 units

**Voice 1 durations in quarter notes:**
- `c6` = 6/4 = 1.5 quarter notes
- `c'2` = 2/4 = 0.5 quarter notes

**Voice 2 durations in quarter notes:**
- Each note (C, E, G, E, C, E, G, E) = 1/4 = 0.25 quarter notes

The longest note is `c6` in Voice 1, which equals **1.5 quarter notes**.

{""answer"": ""1.5""}",False,True,0.0
Q-177,P-020,abc,1,3,3,True,True,0.0
Q-178,P-020,abc,1,13,"I need to identify the first and last notes in the upper staff (V:1) and calculate the interval between them in semitones.

Looking at the upper staff:
`{/B/c/d/}c6c'2`

The grace notes are `{/B/c/d/}` - these are B, c, and d.
According to the instructions, grace notes should be considered the same as normal notes.

So the first note is B (the first grace note).
The last note is c' (which is c in the octave above middle C).

Now I need to determine the octaves:
- In ABC notation, lowercase letters (a-g) represent the octave starting from middle C (C4)
- Uppercase letters (A-G) represent the octave below middle C
- A comma after a note lowers it by an octave
- An apostrophe after a note raises it by an octave

So:
- B (uppercase) = B3
- c' (lowercase c with apostrophe) = C5

Now calculating the interval in semitones:
- B3 to C5
- B3 to C4 = 1 semitone
- C4 to C5 = 12 semitones
- Total = 1 + 12 = 13 semitones

{""answer"": ""13""}",False,True,0.0
Q-179,P-020,abc,1,0,"I need to analyze this ABC notation passage to count the number of rests.

Let me examine each voice:

**Voice 1 (treble clef):**
`{/B/c/d/}c6c'2`
- `{/B/c/d/}` - grace notes (B, c, d)
- `c6` - a note C lasting 6 sixteenth notes
- `c'2` - a note C (octave higher) lasting 2 sixteenth notes
- Total: 8 sixteenth notes of duration, no rests

**Voice 2 (bass clef):**
`CEGE CEGE`
- C, E, G, E (4 notes)
- C, E, G, E (4 notes)
- Total: 8 notes, no rests

The time signature is 2/4, which equals 8 sixteenth notes per measure (since L: 1/16).
- Voice 1: 6 + 2 = 8 sixteenth notes (complete measure)
- Voice 2: 8 notes (assuming each is a sixteenth note) = 8 sixteenth notes (complete measure)

There are no rests in this passage.

{""answer"": ""0""}",False,True,0.0
Q-180,P-020,abc,1,0.25,0.25,True,True,0.0
Q-181,P-021,abc,1,4,4,True,True,0.0
Q-182,P-021,abc,1,16,16,True,True,0.0
Q-183,P-021,abc,1,E5,E4,False,True,0.0
Q-184,P-021,abc,1,E3,E2,False,True,0.0
Q-185,P-021,abc,1,2,2,True,True,0.0
Q-186,P-021,abc,1,3,3,True,True,0.0
Q-187,P-021,abc,1,11,11,True,True,0.0
Q-188,P-021,abc,1,1,1,True,True,0.0
Q-189,P-021,abc,1,1,1,True,True,0.0
Q-190,P-022,abc,1,20,20,True,True,0.0
Q-191,P-022,abc,1,7,7,True,True,0.0
Q-192,P-022,abc,1,E4,E4,True,True,0.0
Q-193,P-022,abc,1,F2,F1,False,True,0.0
Q-194,P-022,abc,1,1,1,True,True,0.0
Q-195,P-022,abc,1,3,3,True,True,0.0
Q-196,P-022,abc,1,2,2,True,True,0.0
Q-197,P-022,abc,1,1,1,True,True,0.0
Q-198,P-022,abc,1,0.5,0.5,True,True,0.0
Q-199,P-023,abc,1,0,0,True,True,0.0
Q-200,P-023,abc,1,4,4,True,True,0.0
Q-201,P-023,abc,1,D5,D5,True,True,0.0
Q-202,P-023,abc,1,N/A,N/A,True,True,0.0
Q-203,P-023,abc,1,0.5,0.5,True,True,0.0
Q-204,P-023,abc,1,N/A,0,False,True,0.0
Q-205,P-023,abc,1,5,5,True,True,0.0
Q-206,P-023,abc,1,1,1,True,True,0.0
Q-207,P-023,abc,1,N/A,2,False,True,0.0
Q-208,P-024,abc,1,16,16,True,True,0.0
Q-209,P-024,abc,1,7,7,True,True,0.0
Q-210,P-024,abc,1,A4,A3,False,True,0.0
Q-211,P-024,abc,1,D2,D2,True,True,0.0
Q-212,P-024,abc,1,1,1,True,True,0.0
Q-213,P-024,abc,1,4,4,True,True,0.0
Q-214,P-024,abc,1,9,8,False,True,0.0
Q-215,P-024,abc,1,1,1,True,True,0.0
Q-216,P-024,abc,1,0.25,0.25,True,True,0.0
Q-217,P-025,abc,1,8,8,True,True,0.0
Q-218,P-025,abc,1,9,10,False,True,0.0
Q-219,P-025,abc,1,A4,A3,False,True,0.0
Q-220,P-025,abc,1,E3,F2,False,True,0.0
Q-221,P-025,abc,1,0.75,0.75,True,True,0.0
Q-222,P-025,abc,1,5,5,True,True,0.0
Q-223,P-025,abc,1,3,3,True,True,0.0
Q-224,P-025,abc,1,0,0,True,True,0.0
Q-225,P-025,abc,1,0.25,0.25,True,True,0.0
Q-226,P-026,abc,1,8,8,True,True,0.0
Q-227,P-026,abc,1,12,12,True,True,0.0
Q-228,P-026,abc,1,F#5,F5,False,True,0.0
Q-229,P-026,abc,1,D3,D2,False,True,0.0
Q-230,P-026,abc,1,1,1,True,True,0.0
Q-231,P-026,abc,1,6,6,True,True,0.0
Q-232,P-026,abc,1,12,12,True,True,0.0
Q-233,P-026,abc,1,1,1,True,True,0.0
Q-234,P-026,abc,1,1,1,True,True,0.0
Q-235,P-027,abc,1,6,6,True,True,0.0
Q-236,P-027,abc,1,12,12,True,True,0.0
Q-237,P-027,abc,1,D5,D5,True,True,0.0
Q-238,P-027,abc,1,D3,D3,True,True,0.0
Q-239,P-027,abc,1,0.5,0.5,True,True,0.0
Q-240,P-027,abc,1,5,5,True,True,0.0
Q-241,P-027,abc,1,5,5,True,True,0.0
Q-242,P-027,abc,1,2,2,True,True,0.0
Q-243,P-027,abc,1,0.5,0.5,True,True,0.0
Q-244,P-028,abc,1,3,3,True,True,0.0
Q-245,P-028,abc,1,8,8,True,True,0.0
Q-246,P-028,abc,1,A4,A4,True,True,0.0
Q-247,P-028,abc,1,C3,C2,False,True,0.0
Q-248,P-028,abc,1,2,2,True,True,0.0
Q-249,P-028,abc,1,2,2,True,True,0.0
